"SU",1403817,"KVARZ CH1-75A ACTIVE H-MASER"
"NICT",1352011,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1350161,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1400297,"MICROSEMI ACTIVE H-MASER MHM 2010"
"OP",1350489,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1407221,"KVARZ CH1-75A ACTIVE H-MASER"
"ORB",1352724,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PL",1351660,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1351324,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1400711,"MICROSEMI ACTIVE H-MASER MHM 2010"
"APL",1350904,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"HKO",1352425,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SMD",1352543,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIST",1400212,"MICROSEMI ACTIVE H-MASER MHM 2010"
"IT",1401102,"UNSPECIFIED HYDROGEN MASER"
"PL",1351934,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1407201,"MICROSEMI ACTIVE H-MASER MHM 2010"
"TP",1352970,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"VMI",1361233,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"USNO",1350256,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1400722,"MICROSEMI ACTIVE H-MASER MHM 2010"
"INPL",1352481,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PTB",1400506,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"USNO",1400717,"MICROSEMI ACTIVE H-MASER MHM 2010"
"PL",1350745,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NMIJ",1405002,"UNSPECIFIED HYDROGEN MASER"
"NTSC",1352962,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TL",1403011,"MICROSEMI ACTIVE H-MASER MHM 2010"
"USNO",1400721,"MICROSEMI ACTIVE H-MASER MHM 2010"
"USNO",1350233,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SG",1350188,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1352256,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIST",1351519,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"KZ",1352665,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1352876,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"AUS",1362269,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"OP",1400810,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NRL",1362791,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"SP",1350641,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TL",1352910,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ONRJ",1351153,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1350108,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1351225,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1350332,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1404879,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NIM",1404880,"MICROSEMI ACTIVE H-MASER MHM 2010"
"IFAG",1404439,"UNSPECIFIED HYDROGEN MASER"
"NAO",1350779,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1352831,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIST",1352935,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JV",1362617,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"JATC",1353090,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JV",1362629,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"ROA",1361490,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"USNO",1351696,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1352010,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRL",1362788,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"PL",1352175,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"HKO",1352884,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1407231,"MICROSEMI ACTIVE H-MASER MHM 2010"
"SU",1403811,"KVARZ CH1-75A ACTIVE H-MASER"
"CNMP",1362873,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"USNO",1400702,"MICROSEMI ACTIVE H-MASER MHM 2000/2001"
"APL",1403108,"UNSPECIFIED HYDROGEN MASER"
"USNO",1400731,"MICROSEMI ACTIVE H-MASER MHM 2010"
"IT",1351115,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ONRJ",1401958,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NIMT",1352246,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MIKE",1404108,"KVARZ CH1-75A ACTIVE H-MASER"
"NICT",1402006,"ANRITSU H-MASER"
"NRL",1352460,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TL",1351500,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"APL",1351264,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1351177,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"IT",1351373,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRL",1401010,"UNSPECIFIED HYDROGEN MASER"
"NRL",1352464,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1350057,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1361187,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NIMT",1352247,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRL",1352580,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1350859,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NAO",1351214,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1360223,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"IT",1350219,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MBM",1240125,"OSCILLOQUARTZ 3230"
"NIMB",1350600,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352924,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"EIM",1352060,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1351327,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352143,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1400734,"MICROSEMI ACTIVE H-MASER MHM 2010"
"USNO",1351481,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352098,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BFKH",1360849,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NTSC",1352926,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1351823,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TP",1352179,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352145,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1350781,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1351611,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PL",1250125,"HEWLETT-PACKARD 5062C"
"TL",1351012,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PL",1250124,"HEWLETT-PACKARD 5062C"
"PTB",1400508,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"ORB",1352723,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"IFAG",1404418,"UNSPECIFIED HYDROGEN MASER"
"SMD",1351766,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SG",1350696,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1351328,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRC",1400304,"UNSPECIFIED HYDROGEN MASER"
"SCL",1352178,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1350114,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1350469,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRL",1362807,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NRL",1362800,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NRL",1362799,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NRL",1362818,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NICT",1402013,"ANRITSU H-MASER"
"NTSC",1352142,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1351331,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1350770,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NMIJ",1350459,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"INPL",1353333,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1361169,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"INPL",1353351,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1351511,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MSL",1362869,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"USNO",1400741,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NTSC",1400326,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NIST",1400004,"MICROSEMI ACTIVE H-MASER MHM 2010"
"OP",1352027,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1400740,"MICROSEMI ACTIVE H-MASER MHM 2010"
"MSL",1360274,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"PTB",1400510,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NIST",1400203,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NICT",1402012,"ANRITSU H-MASER"
"NICT",1402015,"ANRITSU H-MASER"
"NIS",1352181,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIS",1352633,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIS",1352182,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIS",1352140,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1404903,"UNSPECIFIED HYDROGEN MASER"
"CNMP",1363179,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"CNMP",1363162,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NPLI",1353413,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"HKO",1353410,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"CAO",1350939,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"CAO",1351270,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1350765,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352852,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MTC",1352471,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MTC",1352472,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SU",1403845,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"MTC",1352426,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SU",1403853,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"USNO",1350763,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MTC",1352420,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1353376,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"USNO",1350231,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MTC",1352419,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PL",1400814,"UNSPECIFIED HYDROGEN MASER"
"KRIS",1405624,"UNSPECIFIED HYDROGEN MASER"
"SU",1403852,"UNSPECIFIED HYDROGEN MASER"
"SU",1403846,"UNSPECIFIED HYDROGEN MASER"
"SU",1403840,"UNSPECIFIED HYDROGEN MASER"
"SU",1403841,"UNSPECIFIED HYDROGEN MASER"
"NICT",1352801,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1352576,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1402002,"ANRITSU H-MASER"
"NICT",1402005,"ANRITSU H-MASER"
"NICT",1350112,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1352620,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BY",1415106,"VREMYA-CH VCH-1033 ACTIVE  H-MASER"
"BIRM",1415006,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"BOM",1352606,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BIRM",1415005,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"BIRM",1352761,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BY",1415105,"VREMYA-CH VCH-1033 ACTIVE  H-MASER"
"BIRM",1411093,"T4S iMaser 3000 ACTIVE H-MASER"
"BIRM",1352840,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1350909,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRC",1400307,"UNSPECIFIED HYDROGEN MASER"
"OP",1353262,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SCL",1353448,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"UAE",1352938,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1400336,"MICROSEMI ACTIVE H-MASER MHM 2010"
"UAE",1352940,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1351258,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"EIM",1350716,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"KRIS",1405627,"UNSPECIFIED HYDROGEN MASER"
"OP",1890801,"OPTICAL TRANSITION  87 Sr"
"PTB",1920003,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NIST",1920201,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NIST",1920202,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NIST",1920299,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"PTB",1920501,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"PTB",1920502,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1920801,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1920802,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1920803,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1920804,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1920899,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"IT",1921101,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"IT",1921102,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NPL",1921701,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NPL",1921702,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NICT",1922001,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NICT",1922099,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"SU",1923802,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"SU",1923899,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NIM",1924801,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NMIJ",1925001,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NMIJ",1925099,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"NPLI",1925201,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"KRIS",1925601,"GROUND-STATE HYPERFINE TRANSITION OF133 Cs"
"OP",1930803,"GROUND-STATE HYPERFINETRANSITION OF 87 Rb"
"ZA",1411001,"T4S iMaser 3000 ACTIVE H-MASER"
"TP",1360803,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"BY",1404222,"VREMYA-CH VCH-1005 ACTIVE H-MASER"
"KRIS",1405628,"UNSPECIFIED HYDROGEN MASER"
"ICE",1363159,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"UA",1353441,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"INTI",1363270,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NTSC",1354937,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"UAE",1352939,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1354916,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1354936,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1354935,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"INTI",1363511,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NIST",1400014,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NIST",1400015,"MICROSEMI ACTIVE H-MASER MHM 2010"
"SMD",1353564,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TL",1413202,"KVARZ CH1-95 ACTIVE H-MASER"
"NIST",1412015,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NIMB",1353507,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIST",1412014,"MICROSEMI ACTIVE H-MASER MHM 2010"
"PTB",1415245,"VREMYA-CH VCH-1008 PASSIVE H-MASER"
"NTSC",1404939,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NICT",1353594,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1351068,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1353319,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1404940,"MICROSEMI ACTIVE H-MASER MHM 2010"
"ZA",1411011,"T4S iMaser 3000 ACTIVE H-MASER"
"NTSC",1404941,"MICROSEMI ACTIVE H-MASER MHM 2010"
"USNO",1351560,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ZA",1411012,"T4S iMaser 3000 ACTIVE H-MASER"
"USNO",1351583,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1404849,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NIM",1404857,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"CH",1411117,"T4S pHMaser 1008 PASSIVE H-MASER"
"SG",1351099,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SG",1353638,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1352742,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1404856,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"SG",1351103,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"IT",1352487,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SG",1353637,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1404850,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"SL",1365168,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"IPQ",1362169,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"PL",1415318,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NTSC",1404967,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"IPQ",1352890,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"IGNA",1353465,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIS",1353654,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"VMI",1353669,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"VMI",1353670,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"IGNA",1363465,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"ROA",1412032,"MICROSEMI ACTIVE H-MASER MHM 2010"
"JATC",1352144,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1406003,"UNSPECIFIED HYDROGEN MASER"
"JATC",1353416,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1353435,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1352147,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MASM",1352900,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1412027,"MICROSEMI ACTIVE H-MASER MHM 2010"
"JATC",1352855,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"JATC",1412097,"MICROSEMI ACTIVE H-MASER MHM 2010"
"BY",1404230,"VREMYA-CH VCH-1005 ACTIVE H-MASER"
"JV",1415218,"VREMYA-CH VCH-1008 PASSIVE H-MASER"
"BIRM",1353447,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"LUX",1353471,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BIRM",1353689,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1382031,"Chengdu Spaceon Electronics Company TA1000"
"ICE",1363522,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"OP",1353765,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"OP",1351178,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ICE",1187074,"MICROSEMI Cs 4000"
"TP",1353519,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ESA",1402551,"T4S iMaser 3000 ACTIVE H-MASER"
"NIM",1404814,"UNSPECIFIED HYDROGEN MASER"
"NPLI",1353453,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1415225,"VREMYA-CH VCH-1008 PASSIVE H-MASER"
"NPLI",1415365,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"LRTE",1353028,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPL",1353514,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIM",1404806,"UNSPECIFIED HYDROGEN MASER"
"NIM",1404870,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"USNO",1400704,"MICROSEMI ACTIVE H-MASER MHM 2000/2001"
"NRL",1401008,"UNSPECIFIED HYDROGEN MASER"
"NRL",1401007,"UNSPECIFIED HYDROGEN MASER"
"NRL",1401006,"UNSPECIFIED HYDROGEN MASER"
"NRL",1401003,"UNSPECIFIED HYDROGEN MASER"
"NRL",1401005,"UNSPECIFIED HYDROGEN MASER"
"JATC",1351008,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BFKH",1353543,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TP",1414007,"OSCILLOQUARTZ OSA 3700 PASSIVE H-MASER"
"CNM",1353612,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"SP",1413204,"KVARZ CH1-95 ACTIVE H-MASER"
"INPL",1353806,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NRC",1362225,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"USNO",1400719,"MICROSEMI ACTIVE H-MASER MHM 2010"
"INPL",1353807,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"ESA",1411034,"T4S iMaser 3000 ACTIVE H-MASER"
"ESA",1411033,"T4S iMaser 3000 ACTIVE H-MASER"
"APL",1353842,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"BIRM",1407107,"UNSPECIFIED HYDROGEN MASER"
"SP",1415319,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NPL",1412011,"MICROSEMI ACTIVE H-MASER MHM 2010"
"NPL",1412050,"MICROSEMI ACTIVE H-MASER MHM 2010"
"OP",1351029,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1353717,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1353722,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NICT",1353716,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1415364,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"ORB",1411030,"T4S iMaser 3000 ACTIVE H-MASER"
"NICT",1353718,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NPLI",1415363,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"NICT",1353720,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"LUX",1353544,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"INXE",1352967,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIS",1353812,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1382025,"Chengdu Spaceon Electronics Company TA1000"
"BIRM",1415301,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"BIRM",1415302,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"BIRM",1415303,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"BIRM",1415304,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"BIRM",1415305,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
"OP",1412056,"MICROSEMI ACTIVE H-MASER MHM 2010"
"OP",1411077,"T4S iMaser 3000 ACTIVE H-MASER"
"OP",1411082,"T4S iMaser 3000 ACTIVE H-MASER"
"OP",1411086,"T4S iMaser 3000 ACTIVE H-MASER"
"OP",1411002,"T4S iMaser 3000 ACTIVE H-MASER"
"OP",1411036,"T4S iMaser 3000 ACTIVE H-MASER"
"IPQ",1353546,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MBM",1363925,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"TL",1353947,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"TL",1353942,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"MSL",1363396,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"MSL",1363872,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"PL",1412152,"MICROSEMI ACTIVE H-MASER MHM 2020"
"NTSC",1415080,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"UME",1411028,"T4S iMaser 3000 ACTIVE H-MASER"
"NMLS",1353926,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1353470,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1353472,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1353476,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NIMT",1413203,"KVARZ CH1-95 ACTIVE H-MASER"
"OP",1890802,"OPTICAL TRANSITION  87 Sr"
"NTSC",1415082,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"NIM",1353954,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"NTSC",1382028,"Chengdu Spaceon Electronics Company TA1000"
"NTSC",1415085,"VREMYA-CH VCH-1003A ACTIVE H-MASER"
"DTAG",1353512,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"LV",1352335,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"LV",1361953,"MICROCHIP 5071A LOW/STANDARD PERFORMANCE TUBE"
"NPLI",1415235,"VREMYA-CH VCH-1008 PASSIVE H-MASER"
"OP",1353530,"MICROCHIP 5071A HIGH PERFORMANCE TUBE."
"PTB",1400512,"VREMYA-CH VCH-1003M ACTIVE H-MASER"
